commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
29ddf9a63eb,skip,not user facing,Document dispatch trace build flag (#145517),aten/src/ATen/core/dispatch/Dispatcher.h aten/src/ATen/functorch/ADInterpreters.cpp aten/src/ATen/functorch/DynamicLayer.cpp setup.py,https://github.com/pytorch/pytorch/pull/145517,albanD,bdhirsh,,,
68a15059854,export,Untopiced,serde and_ operator (#145506),test/export/test_export.py torch/_export/serde/serialize.py,https://github.com/pytorch/pytorch/pull/145506,avikchaudhuri,Skylion007,zhxchen17,,
4799ebf3266,mps,not user facing,[MPS][BE] Turn `bicubic2d` into generic metal template (#145578),aten/src/ATen/native/mps/operations/UpSample.mm,https://github.com/pytorch/pytorch/pull/145578,malfet,Skylion007,,,
c1840557432,skip,not user facing,[BE] Use `value_or` in layer_norm.cpp (#145417),aten/src/ATen/native/layer_norm.cpp,https://github.com/pytorch/pytorch/pull/145417,malfet,Skylion007,huydhn,,
732c4998f34,build_frontend,Untopiced,[NVIDIA] Full Family Blackwell Support codegen (#145436),cmake/Modules_CUDA_fix/upstream/FindCUDA/select_compute_arch.cmake torch/utils/cpp_extension.py,https://github.com/pytorch/pytorch/pull/145436,johnnynunez,drisspg,ezyang,,
53fc921ce2b,dynamo,not user facing,[dynamo][trace-rules-cleanup] Remove functools from the Builtins skiplist (#145519),test/dynamo/test_repros.py test/inductor/test_flex_attention.py torch/_dynamo/trace_rules.py torch/_dynamo/variables/__init__.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/functions.py,https://github.com/pytorch/pytorch/pull/145519,anijain2305,yanboliang,zou3519,,
2ce70da96ca,distributed,not user facing,[cp] override compute_log_sumexp to True for aten._scaled_dot_product_efficient_attention.default if False (#145421),test/distributed/tensor/test_attention.py torch/distributed/tensor/experimental/_attention.py,https://github.com/pytorch/pytorch/pull/145421,XilunWu,H-Huang,tianyu-l,,
817fd147149,inductor,not user facing,[BE] Type annotation for `_inductor/dependencies.py` (#145311),torch/_inductor/dependencies.py torch/_inductor/ir.py torch/_inductor/scheduler.py,https://github.com/pytorch/pytorch/pull/145311,BoyuanFeng,eellison,,,
0e98b26b28e,skip,not user facing,[CI][CUDA][Dynamic Shape] xfail: DynamicShapesCodegenGPUTests.test_linspace4_dynamic_shapes_cuda (#145204),test/inductor/test_torchinductor_codegen_dynamic_shapes.py,https://github.com/pytorch/pytorch/pull/145204,nWEIdia,eellison,,,
d62e900d8ce,skip,not user facing,[CI][CUDA][MultiGPU][Regression] Skip a failure due to https://github.com/pytorch/pytorch/issues/139520 (#145318),test/inductor/test_move_constructors_to_cuda.py,https://github.com/pytorch/pytorch/pull/145318,nWEIdia,eqy,,,
72da0a8a42c,skip,not user facing,[Submodule] Add flash as third-party submodule [Prep for later PRs] (#145502),.gitmodules third_party/flash-attention,https://github.com/pytorch/pytorch/pull/145502,drisspg,Skylion007,,,
10bdd0a1cc2,skip,not user facing,[BE][export] Fix hop tests with flaky memory leak (#145391),test/export/test_hop.py,https://github.com/pytorch/pytorch/pull/145391,yiming0416,ydwu4,,,
d3989ca636b,skip,not user facing,Add multi env variable support to configs (#145288),test/test_utils_config_module.py torch/testing/_internal/fake_config_module2.py torch/utils/_config_module.py,https://github.com/pytorch/pytorch/pull/145288,oulgen,c00w,,,
f08b9bc7e4e,quantization,Untopiced,[WIP] Move XNNPACKQuantizer from PyTorch to ExecuTorch (#144940),torch/ao/quantization/quantizer/xnnpack_quantizer.py,https://github.com/pytorch/pytorch/pull/144940,digantdesai,jerryzh168,mcr229,,
6a35d9aaa4f,skip,Untopiced,Enable clang-tidy on torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp (#143806),.lintrunner.toml torch/csrc/distributed/c10d/FileStore.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.hpp torch/csrc/distributed/c10d/Types.hpp torch/csrc/distributed/c10d/exception.h torch/csrc/distributed/c10d/init.cpp torch/csrc/distributed/c10d/logging.h torch/csrc/distributed/c10d/reducer.cpp torch/csrc/distributed/c10d/reducer.hpp,https://github.com/pytorch/pytorch/pull/143806,cyyever,kwen2501,,,
9d6927715f8,skip,Untopiced,"Revert ""Fix triton masked loading for non-block tl.loads (#144782)""",test/inductor/test_torchinductor.py test/inductor/test_torchinductor_codegen_dynamic_shapes.py torch/_inductor/codegen/triton.py,,,,,,
bc629307650,python_frontend,bug fixes,Work around buggy use_const_ref_for_mutable_tensors (#145530),aten/src/ATen/native/SpectralOps.cpp aten/src/ATen/native/cuda/DepthwiseConv2d.cu aten/src/ATen/native/native_functions.yaml test/test_fake_tensor.py torchgen/model.py,https://github.com/pytorch/pytorch/pull/145530,ezyang,albanD,bdhirsh,,
5c64aaea404,skip,not user facing,[triton] Update triton pin to include warp specialization support (#145120),.ci/docker/ci_commit_pins/triton.txt,https://github.com/pytorch/pytorch/pull/145120,htyu,bertmaher,,,
5d24a9a274d,releng,not user facing,Advance docker release latest verison to cuda 12.4 (#145566),.github/workflows/docker-release.yml,https://github.com/pytorch/pytorch/pull/145566,atalman,kit1980,malfet,nWEIdia,
7c314bfed4e,skip,not user facing,[Intel GPU] Add TORCH_API macro to export symbol NestedTensor_to_mask for libtorch_xpu (#145467),aten/src/ATen/native/nested/NestedTensorTransformerFunctions.h,https://github.com/pytorch/pytorch/pull/145467,min-jean-cho,ezyang,guangyey,,
1335882b2a7,skip,not user facing,If mypy fails it should report the error back to lintrunner (#145550),tools/linter/adapters/mypy_linter.py,https://github.com/pytorch/pytorch/pull/145550,aorenste,Skylion007,bobrenjc93,,
9132f4b7ce5,dynamo,not user facing,[dynamo][guards] Log guard latency to tlparse (#145509),torch/_dynamo/guards.py,https://github.com/pytorch/pytorch/pull/145509,anijain2305,ezyang,,,
c0861d092ce,distributed,Untopiced,[PGNCCL] Add an API to get the status/error code at the PG level (#144498),test/cpp/c10d/ProcessGroupNCCLErrorsTest.cpp test/distributed/test_c10d_nccl.py torch/_C/_distributed_c10d.pyi torch/csrc/distributed/c10d/Backend.hpp torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.hpp torch/csrc/distributed/c10d/init.cpp,https://github.com/pytorch/pytorch/pull/144498,shuqiangzhang,kwen2501,,,
ce371ab4c6f,releng,not user facing,[ROCm] Create inductor-rocm-mi300 (#145621),.github/workflows/inductor-rocm-mi300.yml,https://github.com/pytorch/pytorch/pull/145621,amdfaa,jeffdaily,,,
547c18ee9fc,quantization,Untopiced,Add Torchao docs link to Pytorch libraries (#145412),docs/source/index.rst,https://github.com/pytorch/pytorch/pull/145412,jainapurva,svekars,,,
97c0b7cb0a9,inductor,not user facing,Add unique identifer to bmm thread_mm functions (#145303),test/inductor/test_cpu_select_algorithm.py torch/_inductor/codegen/cpp_bmm_template.py,https://github.com/pytorch/pytorch/pull/145303,dmpots,frost-intel,hl475,leslie-fang-intel,
74cfb4f3647,dynamo,not user facing,[dynamo][refactor] Move collections.namedtuple out of SkipFunctionVariable (#145547),torch/_dynamo/variables/__init__.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/functions.py,https://github.com/pytorch/pytorch/pull/145547,anijain2305,zou3519,,,
b8087747f5c,skip,not user facing,[inductor][BE] Enable test_cpu_cpp_wrapper in fbcode (#145373),torch/_inductor/codegen/cpp_wrapper_cpu.py torch/_inductor/cpp_builder.py torch/testing/_internal/inductor_utils.py,https://github.com/pytorch/pytorch/pull/145373,desertfire,Skylion007,,,
e57cdb84026,releng,not user facing,[ROCm] trunk.yml only runs pre-merge via ciflow/trunk label (#145629),.github/workflows/trunk.yml,https://github.com/pytorch/pytorch/pull/145629,amdfaa,jeffdaily,,,
8eea554332e,dynamo,Untopiced,[Dynamo] Fix names collisions with foreach decomps (#145479),test/dynamo/test_repros.py torch/_dynamo/variables/torch.py,https://github.com/pytorch/pytorch/pull/145479,mlazos,yanboliang,,,
6cda572c988,mps,not user facing,[mps] Hoist erfinv logic out of the kernel in preparation for moving. (#145568),aten/src/ATen/native/mps/kernels/UnaryKernel.metal,https://github.com/pytorch/pytorch/pull/145568,dcci,Skylion007,malfet,,
a989a0b13a0,jit,not user facing,[NFC] Fix some minor typos. (#145599),torch/_inductor/codegen/wrapper.py torch/csrc/jit/python/pybind_utils.h torch/distributed/distributed_c10d.py torch/distributed/pipelining/_backward.py torchgen/gen_aoti_c_shim.py,https://github.com/pytorch/pytorch/pull/145599,c8ef,Skylion007,,,
ad36f4f42c4,skip,Untopiced,"Revert ""Add generator parameter to rand*_like functions (#136780)""",aten/src/ATen/native/TensorFactories.cpp aten/src/ATen/native/native_functions.yaml test/expect/HasDecompTest.test_has_decomposition.expect test/test_tensor_creation_ops.py torch/_subclasses/fake_impls.py torch/_torch_docs.py torch/overrides.py,,,,,,
2fd2a950e68,skip,not user facing,[torchbench] Add meta function for _cudnn_rnn_flatten_weight (#145488),aten/src/ATen/native/cudnn/RNN.cpp,https://github.com/pytorch/pytorch/pull/145488,IvanKobzarev,eqy,zou3519,,
96149a201a5,inductor,not user facing,[Inductor] be able to disable cache for test (#141195),torch/_inductor/test_case.py,https://github.com/pytorch/pytorch/pull/141195,shunting314,desertfire,masnesral,,
cf063d41f85,inductor,not user facing,Spruce up docs for emulate_precision_casts (#145579),torch/_inductor/config.py,https://github.com/pytorch/pytorch/pull/145579,ezyang,gchanan,,,
c16866a5821,skip,not user facing,[BE] mv test/inductor_skips/* to test/inductor_expected_failures/ (#145572),test/inductor_expected_failures/.gitkeep test/inductor_expected_failures/TestModuleCPU.test_non_contiguous_tensors_nn_KLDivLoss_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_non_contiguous_tensors_nn_KLDivLoss_cpu_float64 test/inductor_expected_failures/TestModuleCPU.test_to_nn_BatchNorm1d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_BatchNorm1d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_BatchNorm2d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_BatchNorm2d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_BatchNorm3d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_BatchNorm3d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_Bilinear_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_Conv1d_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_Conv2d_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_Conv3d_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_ConvTranspose1d_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_ConvTranspose2d_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_ConvTranspose3d_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_Embedding_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_GRUCell_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_GroupNorm_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_LSTMCell_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_LayerNorm_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_Linear_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_PReLU_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_RMSNorm_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCPU.test_to_nn_RNNCell_swap_True_set_grad_True_cpu_float32 test/inductor_expected_failures/TestModuleCUDA.test_cpu_gpu_parity_nn_CTCLoss_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_cpu_gpu_parity_nn_CTCLoss_cuda_float64 test/inductor_expected_failures/TestModuleCUDA.test_non_contiguous_tensors_nn_KLDivLoss_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_non_contiguous_tensors_nn_KLDivLoss_cuda_float64 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_BatchNorm1d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_BatchNorm1d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_BatchNorm2d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_BatchNorm2d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_BatchNorm3d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_BatchNorm3d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_Bilinear_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_Conv1d_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_Conv2d_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_Conv3d_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_ConvTranspose1d_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_ConvTranspose2d_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_ConvTranspose3d_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_Embedding_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_GRUCell_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_GroupNorm_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_LSTMCell_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_LayerNorm_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_Linear_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_PReLU_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_RMSNorm_swap_True_set_grad_True_cuda_float32 test/inductor_expected_failures/TestModuleCUDA.test_to_nn_RNNCell_swap_True_set_grad_True_cuda_float32 test/inductor_skips/.gitkeep test/inductor_skips/TestBwdGradientsCPU.test_fn_grad_linalg_det_singular_cpu_float64 test/inductor_skips/TestModuleCPU.test_non_contiguous_tensors_nn_KLDivLoss_cpu_float32 test/inductor_skips/TestModuleCPU.test_non_contiguous_tensors_nn_KLDivLoss_cpu_float64 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm1d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm1d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm2d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm2d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm3d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm3d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Bilinear_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Conv1d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Conv2d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Conv3d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_ConvTranspose1d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_ConvTranspose2d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_ConvTranspose3d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Embedding_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_GRUCell_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_GroupNorm_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_LSTMCell_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_LayerNorm_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Linear_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_PReLU_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_RMSNorm_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_RNNCell_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCUDA.test_cpu_gpu_parity_nn_CTCLoss_cuda_float32 test/inductor_skips/TestModuleCUDA.test_cpu_gpu_parity_nn_CTCLoss_cuda_float64 test/inductor_skips/TestModuleCUDA.test_non_contiguous_tensors_nn_KLDivLoss_cuda_float32 test/inductor_skips/TestModuleCUDA.test_non_contiguous_tensors_nn_KLDivLoss_cuda_float64 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm1d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm1d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm2d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm2d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm3d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm3d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Bilinear_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Conv1d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Conv2d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Conv3d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_ConvTranspose1d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_ConvTranspose2d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_ConvTranspose3d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Embedding_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_GRUCell_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_GroupNorm_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_LSTMCell_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_LayerNorm_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Linear_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_PReLU_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_RMSNorm_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_RNNCell_swap_True_set_grad_True_cuda_float32,https://github.com/pytorch/pytorch/pull/145572,masnesral,Skylion007,zou3519,,
